Chr : 16 || GC : 1000 || CM : 70 is a Match
Chr : 1 || GC : 1415 || CM : 174 is a Match
Chr : 20 || GC : 1415 || CM : 41 is a Match
Chr : 7 || GC : 1415 || CM : 54 is a Match
Chr : 18 || GC : 1416 || CM : 70 is a Match
Chr : 3 || GC : 1416 || CM : 181 is a Match
Chr : 4 || GC : 1416 || CM : 37 is a Match
Chr : 9 || GC : 1416 || CM : 95 is a Match
Chr : 7 || GC : 1417 || CM : 31 is a Match
Chr : 12 || GC : 1418 || CM : 81 is a Match
Chr : 1 || GC : 1418 || CM : 138 is a Match
Chr : 2 || GC : 1418 || CM : 64 is a Match
Chr : 5 || GC : 1418 || CM : 43 is a Match
Chr : 4 || GC : 1419 || CM : 98 is a Match
Chr : 20 || GC : 1420 || CM : 36 is a Match
Chr : 3 || GC : 1420 || CM : 51 is a Match
Chr : 6 || GC : 1420 || CM : 100 is a Match
Chr : 9 || GC : 1420 || CM : 13 is a Match
Chr : 2 || GC : 1421 || CM : 43 is a Match
Chr : 4 || GC : 1421 || CM : 86 is a Match
Chr : 6 || GC : 1421 || CM : 175 is a Match
Chr : 9 || GC : 1421 || CM : 134 is a Match
Chr : 11 || GC : 1423 || CM : 80 is a Match
Chr : 3 || GC : 1423 || CM : 159 is a Match
Chr : 3 || GC : 1423 || CM : 31 is a Match
Chr : 8 || GC : 1423 || CM : 52 is a Match
Chr : 13 || GC : 1424 || CM : 31 is a Match
Chr : 18 || GC : 1424 || CM : 52 is a Match
Chr : 4 || GC : 1424 || CM : 167 is a Match
Chr : 11 || GC : 1425 || CM : 85 is a Match
Chr : 1 || GC : 1425 || CM : 176 is a Match
Chr : 2 || GC : 1425 || CM : 121 is a Match
Chr : 4 || GC : 1425 || CM : 85 is a Match
Chr : 7 || GC : 1425 || CM : 116 is a Match
Chr : 8 || GC : 1425 || CM : 101 is a Match
Chr : 18 || GC : 1426 || CM : 81 is a Match
Chr : 19 || GC : 1426 || CM : 59 is a Match
Chr : 10 || GC : 1427 || CM : 127 is a Match
Chr : 4 || GC : 1427 || CM : 146 is a Match
Chr : 11 || GC : 1429 || CM : 114 is a Match
Chr : 3 || GC : 1429 || CM : 102 is a Match
Chr : 7 || GC : 1429 || CM : 56 is a Match
Chr : 8 || GC : 1429 || CM : 35 is a Match
Chr : 6 || GC : 1430 || CM : 146 is a Match
Chr : 18 || GC : 1431 || CM : 51 is a Match
Chr : 2 || GC : 1431 || CM : 230 is a Match
Chr : 9 || GC : 1431 || CM : 109 is a Match
Chr : 9 || GC : 1431 || CM : 47 is a Match
Chr : 13 || GC : 1434 || CM : 87 is a Match
Chr : 2 || GC : 1434 || CM : 49 is a Match
Chr : 5 || GC : 1434 || CM : 144 is a Match
Chr : 6 || GC : 1434 || CM : 162 is a Match
Chr : 2 || GC : 1435 || CM : 132 is a Match
Chr : 6 || GC : 1435 || CM : 166 is a Match
Chr : 10 || GC : 1436 || CM : 24 is a Match
Chr : 1 || GC : 1436 || CM : 145 is a Match
Chr : 8 || GC : 1436 || CM : 103 is a Match
Chr : 3 || GC : 1437 || CM : 26 is a Match
Chr : 11 || GC : 1438 || CM : 28 is a Match
Chr : 5 || GC : 1438 || CM : 104 is a Match
Chr : 6 || GC : 1438 || CM : 46 is a Match
Chr : 7 || GC : 1438 || CM : 47 is a Match
Chr : 8 || GC : 1438 || CM : 42 is a Match
Chr : 17 || GC : 1439 || CM : 93 is a Match
Chr : 2 || GC : 1439 || CM : 117 is a Match
Chr : 4 || GC : 1439 || CM : 120 is a Match
Chr : 18 || GC : 1440 || CM : 49 is a Match
Chr : 2 || GC : 1440 || CM : 120 is a Match
Chr : 2 || GC : 1440 || CM : 36 is a Match
Chr : 5 || GC : 1440 || CM : 56 is a Match
Chr : 12 || GC : 1441 || CM : 34 is a Match
Chr : 10 || GC : 1442 || CM : 83 is a Match
Chr : 5 || GC : 1442 || CM : 58 is a Match
Chr : 14 || GC : 1443 || CM : 68 is a Match
Chr : 1 || GC : 1443 || CM : 53 is a Match
Chr : 20 || GC : 1443 || CM : 39 is a Match
Chr : 9 || GC : 1443 || CM : 64 is a Match
Chr : 9 || GC : 1444 || CM : 123 is a Match
Chr : 9 || GC : 1444 || CM : 45 is a Match
Chr : 22 || GC : 1445 || CM : 39 is a Match
Chr : 3 || GC : 1445 || CM : 44 is a Match
Chr : 9 || GC : 1445 || CM : 135 is a Match
Chr : 12 || GC : 1446 || CM : 36 is a Match
Chr : 1 || GC : 1446 || CM : 137 is a Match
Chr : 1 || GC : 1447 || CM : 136 is a Match
Chr : 1 || GC : 1447 || CM : 171 is a Match
Chr : 4 || GC : 1447 || CM : 149 is a Match
Chr : 7 || GC : 1447 || CM : 130 is a Match
Chr : 7 || GC : 1447 || CM : 89 is a Match
Chr : 8 || GC : 1447 || CM : 64 is a Match
Chr : 5 || GC : 1448 || CM : 133 is a Match
Chr : 11 || GC : 1449 || CM : 101 is a Match
Chr : 14 || GC : 1449 || CM : 93 is a Match
Chr : 7 || GC : 1449 || CM : 52 is a Match
Chr : 9 || GC : 1450 || CM : 26 is a Match
Chr : 14 || GC : 1451 || CM : 94 is a Match
Chr : 22 || GC : 1451 || CM : 40 is a Match
Chr : 12 || GC : 1452 || CM : 46 is a Match
Chr : 17 || GC : 1452 || CM : 101 is a Match
Chr : 20 || GC : 1452 || CM : 35 is a Match
Chr : 20 || GC : 1452 || CM : 37 is a Match
Chr : 20 || GC : 1452 || CM : 47 is a Match
Chr : 7 || GC : 1452 || CM : 32 is a Match
Chr : 1 || GC : 1453 || CM : 227 is a Match
Chr : 9 || GC : 1453 || CM : 39 is a Match
Chr : 18 || GC : 1454 || CM : 101 is a Match
Chr : 1 || GC : 1454 || CM : 52 is a Match
Chr : 22 || GC : 1454 || CM : 63 is a Match
Chr : 2 || GC : 1454 || CM : 98 is a Match
Chr : 3 || GC : 1454 || CM : 129 is a Match
Chr : 6 || GC : 1454 || CM : 161 is a Match
Chr : 20 || GC : 1456 || CM : 34 is a Match
Chr : 2 || GC : 1456 || CM : 176 is a Match
Chr : 3 || GC : 1456 || CM : 184 is a Match
Chr : 3 || GC : 1456 || CM : 92 is a Match
Chr : 9 || GC : 1456 || CM : 42 is a Match
Chr : 14 || GC : 1457 || CM : 64 is a Match
Chr : 2 || GC : 1457 || CM : 161 is a Match
Chr : 8 || GC : 1457 || CM : 67 is a Match
Chr : 12 || GC : 1458 || CM : 45 is a Match
Chr : 13 || GC : 1458 || CM : 90 is a Match
Chr : 6 || GC : 1458 || CM : 110 is a Match
Chr : 9 || GC : 1459 || CM : 40 is a Match
Chr : 11 || GC : 1460 || CM : 19 is a Match
Chr : 1 || GC : 1460 || CM : 82 is a Match
Chr : 1 || GC : 1461 || CM : 190 is a Match
Chr : 3 || GC : 1461 || CM : 72 is a Match
Chr : 1 || GC : 1463 || CM : 81 is a Match
Chr : 2 || GC : 1463 || CM : 97 is a Match
Chr : 3 || GC : 1463 || CM : 73 is a Match
Chr : 5 || GC : 1463 || CM : 98 is a Match
Chr : 7 || GC : 1463 || CM : 55 is a Match
Chr : 5 || GC : 1464 || CM : 42 is a Match
Chr : 11 || GC : 1465 || CM : 13 is a Match
Chr : 12 || GC : 1465 || CM : 103 is a Match
Chr : 17 || GC : 1465 || CM : 99 is a Match
Chr : 20 || GC : 1465 || CM : 33 is a Match
Chr : 11 || GC : 1466 || CM : 124 is a Match
Chr : 6 || GC : 1466 || CM : 167 is a Match
Chr : 4 || GC : 1468 || CM : 156 is a Match
Chr : 9 || GC : 1468 || CM : 14 is a Match
Chr : 7 || GC : 1469 || CM : 30 is a Match
Chr : 1 || GC : 1470 || CM : 80 is a Match
Chr : 8 || GC : 1470 || CM : 73 is a Match
Chr : 9 || GC : 1470 || CM : 82 is a Match
Chr : 7 || GC : 1471 || CM : 41 is a Match
Chr : 3 || GC : 1472 || CM : 79 is a Match
Chr : 4 || GC : 1472 || CM : 133 is a Match
Chr : 9 || GC : 1472 || CM : 136 is a Match
Chr : 9 || GC : 1472 || CM : 16 is a Match
Chr : 18 || GC : 1473 || CM : 98 is a Match
Chr : 5 || GC : 1474 || CM : 105 is a Match
Chr : 9 || GC : 1474 || CM : 25 is a Match
Chr : 20 || GC : 1476 || CM : 59 is a Match
Chr : 21 || GC : 1477 || CM : 29 is a Match
Chr : 4 || GC : 1477 || CM : 161 is a Match
Chr : 9 || GC : 1477 || CM : 23 is a Match
Chr : 10 || GC : 1479 || CM : 46 is a Match
Chr : 13 || GC : 1479 || CM : 40 is a Match
Chr : 10 || GC : 1481 || CM : 22 is a Match
Chr : 1 || GC : 1481 || CM : 157 is a Match
Chr : 1 || GC : 1481 || CM : 173 is a Match
Chr : 8 || GC : 1482 || CM : 102 is a Match
Chr : 22 || GC : 1483 || CM : 61 is a Match
Chr : 7 || GC : 1483 || CM : 33 is a Match
Chr : 18 || GC : 1484 || CM : 104 is a Match
Chr : 20 || GC : 1484 || CM : 60 is a Match
Chr : 9 || GC : 1484 || CM : 125 is a Match
Chr : 2 || GC : 1485 || CM : 194 is a Match
Chr : 4 || GC : 1485 || CM : 99 is a Match
Chr : 11 || GC : 1486 || CM : 125 is a Match
Chr : 11 || GC : 1486 || CM : 23 is a Match
Chr : 4 || GC : 1486 || CM : 168 is a Match
Chr : 5 || GC : 1486 || CM : 55 is a Match
Chr : 13 || GC : 1487 || CM : 96 is a Match
Chr : 1 || GC : 1487 || CM : 188 is a Match
Chr : 1 || GC : 1487 || CM : 217 is a Match
Chr : 4 || GC : 1487 || CM : 23 is a Match
Chr : 8 || GC : 1487 || CM : 140 is a Match
Chr : 10 || GC : 1488 || CM : 89 is a Match
Chr : 3 || GC : 1488 || CM : 29 is a Match
Chr : 3 || GC : 1488 || CM : 45 is a Match
Chr : 11 || GC : 1489 || CM : 56 is a Match
Chr : 7 || GC : 1489 || CM : 111 is a Match
Chr : 1 || GC : 1490 || CM : 218 is a Match
Chr : 8 || GC : 1490 || CM : 141 is a Match
Chr : 12 || GC : 1491 || CM : 44 is a Match
Chr : 15 || GC : 1491 || CM : 52 is a Match
Chr : 18 || GC : 1491 || CM : 53 is a Match
Chr : 3 || GC : 1491 || CM : 89 is a Match
Chr : 7 || GC : 1491 || CM : 137 is a Match
Chr : 4 || GC : 1492 || CM : 97 is a Match
Chr : 5 || GC : 1492 || CM : 39 is a Match
Chr : 1 || GC : 1493 || CM : 212 is a Match
Chr : 2 || GC : 1493 || CM : 210 is a Match
Chr : 3 || GC : 1493 || CM : 137 is a Match
Chr : 2 || GC : 1494 || CM : 119 is a Match
Chr : 9 || GC : 1495 || CM : 97 is a Match
Chr : 1 || GC : 1496 || CM : 60 is a Match
Chr : 8 || GC : 1496 || CM : 2 is a Match
Chr : 9 || GC : 1496 || CM : 44 is a Match
Chr : 10 || GC : 1498 || CM : 82 is a Match
Chr : 3 || GC : 1498 || CM : 36 is a Match
Chr : 1 || GC : 1499 || CM : 177 is a Match
Chr : 12 || GC : 1500 || CM : 47 is a Match
Chr : 4 || GC : 1500 || CM : 83 is a Match
Chr : 8 || GC : 1500 || CM : 70 is a Match
Chr : 18 || GC : 1503 || CM : 69 is a Match
Chr : 12 || GC : 1504 || CM : 83 is a Match
Chr : 1 || GC : 1504 || CM : 130 is a Match
Chr : 1 || GC : 1504 || CM : 135 is a Match
Chr : 2 || GC : 1505 || CM : 160 is a Match
Chr : 4 || GC : 1505 || CM : 113 is a Match
Chr : 5 || GC : 1505 || CM : 61 is a Match
Chr : 10 || GC : 1506 || CM : 55 is a Match
Chr : 11 || GC : 1506 || CM : 25 is a Match
Chr : 3 || GC : 1506 || CM : 35 is a Match
Chr : 6 || GC : 1506 || CM : 47 is a Match
Chr : 12 || GC : 1507 || CM : 72 is a Match
Chr : 3 || GC : 1507 || CM : 49 is a Match
Chr : 6 || GC : 1507 || CM : 129 is a Match
Chr : 18 || GC : 1508 || CM : 96 is a Match
Chr : 6 || GC : 1508 || CM : 135 is a Match
Chr : 11 || GC : 1510 || CM : 81 is a Match
Chr : 15 || GC : 1510 || CM : 88 is a Match
Chr : 17 || GC : 1510 || CM : 76 is a Match
Chr : 17 || GC : 1511 || CM : 100 is a Match
Chr : 22 || GC : 1511 || CM : 33 is a Match
Chr : 8 || GC : 1511 || CM : 79 is a Match
Chr : 1 || GC : 1512 || CM : 147 is a Match
Chr : 17 || GC : 1513 || CM : 73 is a Match
Chr : 10 || GC : 1514 || CM : 48 is a Match
Chr : 12 || GC : 1514 || CM : 37 is a Match
Chr : 1 || GC : 1514 || CM : 51 is a Match
Chr : 4 || GC : 1515 || CM : 20 is a Match
Chr : 5 || GC : 1516 || CM : 168 is a Match
Chr : 8 || GC : 1516 || CM : 11 is a Match
Chr : 9 || GC : 1516 || CM : 96 is a Match
Chr : 7 || GC : 1517 || CM : 16 is a Match
Chr : 10 || GC : 1518 || CM : 49 is a Match
Chr : 4 || GC : 1518 || CM : 157 is a Match
Chr : 11 || GC : 1520 || CM : 17 is a Match
Chr : 5 || GC : 1520 || CM : 106 is a Match
Chr : 10 || GC : 1521 || CM : 45 is a Match
Chr : 16 || GC : 1521 || CM : 89 is a Match
Chr : 1 || GC : 1521 || CM : 117 is a Match
Chr : 17 || GC : 1522 || CM : 54 is a Match
Chr : 9 || GC : 1522 || CM : 80 is a Match
Chr : 18 || GC : 1523 || CM : 95 is a Match
Chr : 17 || GC : 1524 || CM : 65 is a Match
Chr : 13 || GC : 1525 || CM : 91 is a Match
Chr : 3 || GC : 1526 || CM : 151 is a Match
Chr : 4 || GC : 1526 || CM : 81 is a Match
Chr : 9 || GC : 1526 || CM : 83 is a Match
Chr : 18 || GC : 1527 || CM : 68 is a Match
Chr : 9 || GC : 1527 || CM : 76 is a Match
Chr : 11 || GC : 1528 || CM : 9 is a Match
Chr : 13 || GC : 1528 || CM : 39 is a Match
Chr : 1 || GC : 1528 || CM : 79 is a Match
Chr : 1 || GC : 1529 || CM : 219 is a Match
Chr : 21 || GC : 1529 || CM : 30 is a Match
Chr : 3 || GC : 1529 || CM : 153 is a Match
Chr : 10 || GC : 1530 || CM : 23 is a Match
Chr : 3 || GC : 1530 || CM : 152 is a Match
Chr : 5 || GC : 1530 || CM : 131 is a Match
Chr : 7 || GC : 1530 || CM : 88 is a Match
Chr : 2 || GC : 1531 || CM : 107 is a Match
Chr : 1 || GC : 1532 || CM : 142 is a Match
Chr : 2 || GC : 1532 || CM : 56 is a Match
Chr : 5 || GC : 1533 || CM : 130 is a Match
Chr : 7 || GC : 1533 || CM : 40 is a Match
Chr : 1 || GC : 1534 || CM : 191 is a Match
Chr : 14 || GC : 1535 || CM : 91 is a Match
Chr : 6 || GC : 1535 || CM : 41 is a Match
Chr : 8 || GC : 1535 || CM : 68 is a Match
Chr : 9 || GC : 1535 || CM : 43 is a Match
Chr : 14 || GC : 1537 || CM : 92 is a Match
Chr : 2 || GC : 1537 || CM : 99 is a Match
Chr : 8 || GC : 1537 || CM : 46 is a Match
Chr : 19 || GC : 1538 || CM : 60 is a Match
Chr : 2 || GC : 1538 || CM : 134 is a Match
Chr : 2 || GC : 1538 || CM : 37 is a Match
Chr : 4 || GC : 1539 || CM : 148 is a Match
Chr : 12 || GC : 1540 || CM : 80 is a Match
Chr : 18 || GC : 1540 || CM : 97 is a Match
Chr : 4 || GC : 1540 || CM : 82 is a Match
Chr : 5 || GC : 1541 || CM : 107 is a Match
Chr : 8 || GC : 1541 || CM : 34 is a Match
Chr : 14 || GC : 1542 || CM : 66 is a Match
Chr : 2 || GC : 1542 || CM : 106 is a Match
Chr : 2 || GC : 1542 || CM : 154 is a Match
Chr : 3 || GC : 1542 || CM : 130 is a Match
Chr : 4 || GC : 1542 || CM : 72 is a Match
Chr : 5 || GC : 1542 || CM : 100 is a Match
Chr : 8 || GC : 1542 || CM : 87 is a Match
Chr : 12 || GC : 1544 || CM : 124 is a Match
Chr : 6 || GC : 1544 || CM : 40 is a Match
Chr : 1 || GC : 1545 || CM : 70 is a Match
Chr : 6 || GC : 1545 || CM : 109 is a Match
Chr : 13 || GC : 1546 || CM : 86 is a Match
Chr : 2 || GC : 1546 || CM : 162 is a Match
Chr : 3 || GC : 1546 || CM : 77 is a Match
Chr : 11 || GC : 1547 || CM : 50 is a Match
Chr : 17 || GC : 1547 || CM : 79 is a Match
Chr : 18 || GC : 1547 || CM : 54 is a Match
Chr : 2 || GC : 1547 || CM : 66 is a Match
Chr : 8 || GC : 1547 || CM : 43 is a Match
Chr : 9 || GC : 1547 || CM : 124 is a Match
Chr : 10 || GC : 1548 || CM : 90 is a Match
Chr : 8 || GC : 1548 || CM : 111 is a Match
Chr : 4 || GC : 1550 || CM : 87 is a Match
Chr : 4 || GC : 1550 || CM : 90 is a Match
Chr : 5 || GC : 1550 || CM : 143 is a Match
Chr : 11 || GC : 1551 || CM : 113 is a Match
Chr : 15 || GC : 1552 || CM : 94 is a Match
Chr : 3 || GC : 1552 || CM : 50 is a Match
Chr : 12 || GC : 1553 || CM : 79 is a Match
Chr : 16 || GC : 1553 || CM : 88 is a Match
Chr : 11 || GC : 1554 || CM : 76 is a Match
Chr : 12 || GC : 1555 || CM : 39 is a Match
Chr : 22 || GC : 1555 || CM : 62 is a Match
Chr : 7 || GC : 1555 || CM : 51 is a Match
Chr : 20 || GC : 1556 || CM : 56 is a Match
Chr : 2 || GC : 1556 || CM : 89 is a Match
Chr : 13 || GC : 1558 || CM : 43 is a Match
Chr : 5 || GC : 1558 || CM : 99 is a Match
Chr : 12 || GC : 1559 || CM : 50 is a Match
Chr : 13 || GC : 1559 || CM : 100 is a Match
Chr : 1 || GC : 1559 || CM : 143 is a Match
Chr : 5 || GC : 1559 || CM : 40 is a Match
Chr : 8 || GC : 1559 || CM : 69 is a Match
Chr : 9 || GC : 1559 || CM : 15 is a Match
Chr : 12 || GC : 1560 || CM : 78 is a Match
Chr : 14 || GC : 1560 || CM : 48 is a Match
Chr : 1 || GC : 1560 || CM : 134 is a Match
Chr : 1 || GC : 1560 || CM : 50 is a Match
Chr : 2 || GC : 1561 || CM : 85 is a Match
Chr : 6 || GC : 1562 || CM : 152 is a Match
Chr : 11 || GC : 1563 || CM : 43 is a Match
Chr : 16 || GC : 1563 || CM : 80 is a Match
Chr : 4 || GC : 1564 || CM : 50 is a Match
Chr : 8 || GC : 1564 || CM : 58 is a Match
Chr : 9 || GC : 1564 || CM : 46 is a Match
Chr : 5 || GC : 1565 || CM : 167 is a Match
Chr : 7 || GC : 1565 || CM : 138 is a Match
Chr : 1 || GC : 1567 || CM : 96 is a Match
Chr : 4 || GC : 1567 || CM : 158 is a Match
Chr : 1 || GC : 1569 || CM : 238 is a Match
Chr : 1 || GC : 1569 || CM : 94 is a Match
Chr : 5 || GC : 1569 || CM : 147 is a Match
Chr : 12 || GC : 1570 || CM : 144 is a Match
Chr : 3 || GC : 1572 || CM : 34 is a Match
Chr : 10 || GC : 1574 || CM : 115 is a Match
Chr : 14 || GC : 1574 || CM : 47 is a Match
Chr : 1 || GC : 1574 || CM : 109 is a Match
Chr : 3 || GC : 1574 || CM : 78 is a Match
Chr : 4 || GC : 1574 || CM : 75 is a Match
Chr : 22 || GC : 142 || CM : 74 is a Match
Chr : 17 || GC : 180 || CM : 131 is a Match
Chr : 15 || GC : 190 || CM : 7 is a Match
Chr : 22 || GC : 198 || CM : 73 is a Match
Chr : 18 || GC : 229 || CM : 124 is a Match
Chr : 22 || GC : 230 || CM : 72 is a Match
Chr : 15 || GC : 232 || CM : 6 is a Match
Chr : 22 || GC : 232 || CM : 28 is a Match
Chr : 17 || GC : 235 || CM : 124 is a Match
Chr : 22 || GC : 238 || CM : 69 is a Match
Chr : 15 || GC : 239 || CM : 13 is a Match
Chr : 17 || GC : 239 || CM : 125 is a Match
Chr : 17 || GC : 247 || CM : 130 is a Match
Chr : 22 || GC : 249 || CM : 68 is a Match
Chr : 17 || GC : 252 || CM : 123 is a Match
Chr : 22 || GC : 252 || CM : 29 is a Match
Chr : 10 || GC : 2051 || CM : 69 is a Match
Chr : 14 || GC : 2051 || CM : 58 is a Match
Chr : 2 || GC : 2053 || CM : 80 is a Match
Chr : 15 || GC : 2054 || CM : 42 is a Match
Chr : 7 || GC : 2055 || CM : 71 is a Match
Chr : 14 || GC : 2056 || CM : 79 is a Match
Chr : 2 || GC : 2057 || CM : 165 is a Match
Chr : 3 || GC : 2059 || CM : 118 is a Match
Chr : 13 || GC : 2067 || CM : 50 is a Match
Chr : 6 || GC : 2068 || CM : 104 is a Match
Chr : 15 || GC : 2069 || CM : 85 is a Match
Chr : 18 || GC : 2069 || CM : 67 is a Match
Chr : 8 || GC : 2070 || CM : 97 is a Match
Chr : 10 || GC : 2072 || CM : 104 is a Match
Chr : 18 || GC : 2072 || CM : 58 is a Match
Chr : 3 || GC : 2073 || CM : 103 is a Match
Chr : 3 || GC : 2074 || CM : 162 is a Match
Chr : 5 || GC : 2074 || CM : 72 is a Match
Chr : 2 || GC : 2075 || CM : 60 is a Match
Chr : 7 || GC : 2076 || CM : 72 is a Match
Chr : 10 || GC : 2078 || CM : 64 is a Match
Chr : 15 || GC : 2078 || CM : 40 is a Match
Chr : 16 || GC : 2078 || CM : 86 is a Match
Chr : 10 || GC : 2081 || CM : 110 is a Match
Chr : 8 || GC : 2081 || CM : 94 is a Match
Chr : 2 || GC : 2084 || CM : 150 is a Match
Chr : 17 || GC : 2085 || CM : 48 is a Match
Chr : 6 || GC : 2085 || CM : 132 is a Match
Chr : 13 || GC : 2087 || CM : 74 is a Match
Chr : 7 || GC : 2088 || CM : 75 is a Match
Chr : 5 || GC : 2089 || CM : 119 is a Nopes
Chr : 4 || GC : 2091 || CM : 105 is a Match
Chr : 1 || GC : 2092 || CM : 194 is a Match
Chr : 7 || GC : 2096 || CM : 123 is a Match
Chr : 8 || GC : 2096 || CM : 88 is a Match
Chr : 11 || GC : 2097 || CM : 47 is a Match
Chr : 4 || GC : 2097 || CM : 103 is a Match
Chr : 9 || GC : 2097 || CM : 104 is a Match
Chr : 6 || GC : 2098 || CM : 149 is a Match
Chr : 6 || GC : 2098 || CM : 86 is a Match
Chr : 6 || GC : 2100 || CM : 96 is a Match
Chr : 1 || GC : 2101 || CM : 73 is a Match
Chr : 3 || GC : 2101 || CM : 69 is a Match
Chr : 12 || GC : 2102 || CM : 74 is a Match
Chr : 10 || GC : 2103 || CM : 70 is a Match
Chr : 12 || GC : 2104 || CM : 73 is a Match
Chr : 2 || GC : 2104 || CM : 79 is a Match
Chr : 18 || GC : 2105 || CM : 78 is a Match
Chr : 7 || GC : 2107 || CM : 124 is a Match
Chr : 22 || GC : 2108 || CM : 53 is a Match
Chr : 16 || GC : 2109 || CM : 55 is a Match
Chr : 22 || GC : 2109 || CM : 49 is a Match
Chr : 3 || GC : 2110 || CM : 111 is a Match
Chr : 18 || GC : 2111 || CM : 66 is a Match
Chr : 7 || GC : 2111 || CM : 108 is a Match
Chr : 1 || GC : 2112 || CM : 193 is a Match
Chr : 3 || GC : 2115 || CM : 126 is a Match
Chr : 7 || GC : 2115 || CM : 125 is a Match
Chr : 5 || GC : 2121 || CM : 161 is a Match
Chr : 2 || GC : 2122 || CM : 110 is a Match
Chr : 7 || GC : 2123 || CM : 109 is a Match
Chr : 16 || GC : 2124 || CM : 83 is a Match
Chr : 2 || GC : 2125 || CM : 189 is a Match
Chr : 4 || GC : 2125 || CM : 129 is a Match
Chr : 2 || GC : 2126 || CM : 168 is a Match
Chr : 4 || GC : 2126 || CM : 104 is a Match
Chr : 5 || GC : 2128 || CM : 128 is a Match
Chr : 6 || GC : 2128 || CM : 88 is a Match
Chr : 5 || GC : 2129 || CM : 127 is a Match
Chr : 16 || GC : 2130 || CM : 56 is a Match
Chr : 1 || GC : 2130 || CM : 100 is a Match
Chr : 6 || GC : 2131 || CM : 148 is a Match
Chr : 7 || GC : 2131 || CM : 121 is a Match
Chr : 15 || GC : 2134 || CM : 75 is a Match
Chr : 2 || GC : 2135 || CM : 114 is a Match
Chr : 5 || GC : 2135 || CM : 136 is a Match
Chr : 5 || GC : 2137 || CM : 137 is a Match
Chr : 9 || GC : 2137 || CM : 54 is a Match
Chr : 1 || GC : 2138 || CM : 104 is a Match
Chr : 9 || GC : 2138 || CM : 68 is a Match
Chr : 10 || GC : 2139 || CM : 65 is a Match
Chr : 9 || GC : 2139 || CM : 56 is a Match
Chr : 14 || GC : 2140 || CM : 60 is a Match
Chr : 10 || GC : 2143 || CM : 71 is a Match
Chr : 15 || GC : 2143 || CM : 86 is a Match
Chr : 5 || GC : 2145 || CM : 138 is a Match
Chr : 7 || GC : 2148 || CM : 126 is a Match
Chr : 5 || GC : 2150 || CM : 135 is a Match
Chr : 22 || GC : 2151 || CM : 36 is a Match
Chr : 1 || GC : 2152 || CM : 76 is a Match
Chr : 14 || GC : 2153 || CM : 59 is a Match
Chr : 14 || GC : 2154 || CM : 57 is a Match
Chr : 14 || GC : 2157 || CM : 38 is a Match
Chr : 13 || GC : 2159 || CM : 75 is a Match
Chr : 16 || GC : 2159 || CM : 58 is a Match
Chr : 2 || GC : 2164 || CM : 169 is a Match
Chr : 4 || GC : 2165 || CM : 124 is a Match
Chr : 5 || GC : 2165 || CM : 75 is a Match
Chr : 6 || GC : 2165 || CM : 80 is a Match
Chr : 14 || GC : 2167 || CM : 44 is a Match
Chr : 1 || GC : 2169 || CM : 150 is a Match
Chr : 15 || GC : 2171 || CM : 44 is a Match
Chr : 16 || GC : 2172 || CM : 84 is a Match
Chr : 14 || GC : 2173 || CM : 36 is a Match
Chr : 1 || GC : 2173 || CM : 201 is a Match
Chr : 4 || GC : 2174 || CM : 128 is a Match
Chr : 14 || GC : 2175 || CM : 77 is a Match
Chr : 15 || GC : 2175 || CM : 87 is a Match
Chr : 2 || GC : 2175 || CM : 147 is a Match
Chr : 1 || GC : 2176 || CM : 197 is a Match
Chr : 16 || GC : 2177 || CM : 91 is a Match
Chr : 17 || GC : 2177 || CM : 71 is a Match
Chr : 3 || GC : 2179 || CM : 117 is a Match
Chr : 8 || GC : 2181 || CM : 114 is a Match
Chr : 7 || GC : 2184 || CM : 127 is a Match
Chr : 12 || GC : 2185 || CM : 98 is a Match
Chr : 12 || GC : 2189 || CM : 100 is a Match
Chr : 8 || GC : 2189 || CM : 91 is a Match
Chr : 18 || GC : 2190 || CM : 79 is a Match
Chr : 3 || GC : 2192 || CM : 61 is a Match
Chr : 1 || GC : 2193 || CM : 230 is a Match
Chr : 2 || GC : 2194 || CM : 149 is a Match
Chr : 2 || GC : 2194 || CM : 184 is a Match
Chr : 10 || GC : 2197 || CM : 43 is a Match
Chr : 9 || GC : 2199 || CM : 105 is a Match
Chr : 12 || GC : 2205 || CM : 114 is a Match
Chr : 13 || GC : 2207 || CM : 76 is a Match
Chr : 8 || GC : 2208 || CM : 92 is a Match
Chr : 11 || GC : 2209 || CM : 64 is a Match
Chr : 12 || GC : 2209 || CM : 87 is a Match
Chr : 10 || GC : 2211 || CM : 41 is a Match
Chr : 3 || GC : 2212 || CM : 168 is a Match
Chr : 10 || GC : 2213 || CM : 66 is a Match
Chr : 5 || GC : 2218 || CM : 163 is a Match
Chr : 10 || GC : 2219 || CM : 42 is a Match
Chr : 1 || GC : 2222 || CM : 102 is a Match
Chr : 16 || GC : 2224 || CM : 57 is a Match
Chr : 1 || GC : 2224 || CM : 184 is a Match
Chr : 1 || GC : 2225 || CM : 198 is a Match
Chr : 12 || GC : 2227 || CM : 59 is a Match
Chr : 12 || GC : 2229 || CM : 96 is a Match
Chr : 7 || GC : 2230 || CM : 95 is a Match
Chr : 8 || GC : 2231 || CM : 89 is a Match
Chr : 10 || GC : 2235 || CM : 40 is a Match
Chr : 6 || GC : 2239 || CM : 124 is a Match
Chr : 6 || GC : 2240 || CM : 55 is a Match
